Date,SPY_pcent_gain,UPRO_pcent_gain,ideal_UPRO_pcent_gain,SPY_cumulative_gain,UPRO_cumulative_gain,ideal_UPRO_cumulative_gain
2015-06-09,0.014394,-0.161259,0.043181,2.263792,9.414747,7.431214
2015-06-10,1.204131,3.685753,3.612392,2.291051,9.761752,7.699659
2015-06-11,0.327070,0.906386,0.981210,2.298545,9.850231,7.775209
2015-06-12,-0.812663,-2.357891,-2.437989,2.279865,9.617973,7.585650
2015-06-15,-0.395364,-1.322415,-1.186091,2.270851,9.490784,7.495677
2015-06-16,0.549973,1.762567,1.649920,2.283341,9.658065,7.619350
2015-06-17,0.161710,0.486686,0.485131,2.287033,9.705070,7.656314
2015-06-18,1.006701,2.948718,3.020102,2.310056,9.991245,7.887542
2015-06-19,-0.893239,-1.729622,-2.679717,2.289422,9.818434,7.676178
2015-06-22,0.512310,2.041673,1.536930,2.301151,10.018894,7.794156
2015-06-23,0.075513,0.220780,0.226538,2.302889,10.041014,7.811813
2015-06-24,-0.726248,-2.216708,-2.178743,2.286164,9.818434,7.641613
2015-06-25,-0.323022,-0.985636,-0.969065,2.278779,9.721660,7.567561
2015-06-26,0.033357,0.014215,0.100070,2.279539,9.723042,7.575134
2015-06-29,-2.110526,-6.242001,-6.331577,2.231429,9.116129,7.095509
2015-06-30,0.204408,0.697602,0.613225,2.235990,9.179724,7.139020
2015-07-01,0.815974,2.228919,2.447921,2.254235,9.384332,7.313778
2015-07-02,-0.120441,-0.309369,-0.361324,2.251520,9.355300,7.287351
2015-07-06,-0.313529,-0.812771,-0.940588,2.244461,9.279263,7.218807
2015-07-07,0.648375,1.787843,1.945126,2.259014,9.445162,7.359222
2015-07-08,-1.672995,-4.947304,-5.018984,2.221221,8.977881,6.989864
2015-07-09,0.132012,0.492764,0.396036,2.224153,9.022121,7.017546
2015-07-10,1.308590,3.800181,3.925771,2.253258,9.364977,7.293039
2015-07-13,1.098901,3.262480,3.296702,2.278019,9.670508,7.533469
2015-07-14,0.457669,1.400993,1.373006,2.288445,9.805991,7.636904
2015-07-15,-0.042709,-0.183278,-0.128126,2.287467,9.788019,7.627119
2015-07-16,0.778616,2.274013,2.335848,2.305278,10.010600,7.805277
2015-07-17,0.094218,0.317633,0.282655,2.307450,10.042397,7.827339
2015-07-20,0.070595,0.206502,0.211786,2.309079,10.063134,7.843916
2015-07-21,-0.404477,-1.263911,-1.213432,2.299739,9.935945,7.748735
2015-07-22,-0.221950,-0.598301,-0.665851,2.294635,9.876498,7.697140
2015-07-23,-0.544273,-1.651738,-1.632818,2.282146,9.713365,7.571460
2015-07-24,-1.046920,-3.031601,-3.140759,2.258254,9.418894,7.333659
2015-07-27,-0.577088,-1.790691,-1.731264,2.245222,9.250231,7.206694
2015-07-28,1.243104,3.646693,3.729312,2.273132,9.587558,7.475454
2015-07-29,0.697533,2.062006,2.092599,2.288988,9.785254,7.631885
2015-07-30,0.023724,0.014123,0.071172,2.289531,9.786636,7.637317
2015-07-31,-0.175510,-0.409660,-0.526530,2.285513,9.746544,7.597104
2015-08-03,-0.342125,-1.092196,-1.026374,2.277693,9.640093,7.519129
2015-08-04,-0.195484,-0.544961,-0.586453,2.273241,9.587558,7.475033
2015-08-05,0.372635,0.980535,1.117904,2.281712,9.681568,7.558597
2015-08-06,-0.832937,-2.184778,-2.498810,2.262706,9.470047,7.369722
2015-08-07,-0.206387,-0.861315,-0.619162,2.258036,9.388480,7.324091
2015-08-10,1.303389,3.740246,3.910168,2.287467,9.739632,7.610476
2015-08-11,-0.935290,-2.682758,-2.805869,2.266073,9.478341,7.396936
2015-08-12,0.124602,0.277128,0.373805,2.268897,9.504608,7.424586
2015-08-13,-0.105304,-0.290906,-0.315912,2.266507,9.476959,7.401131
2015-08-14,0.316245,1.050328,0.948736,2.273675,9.576498,7.471348
2015-08-17,0.573174,1.689043,1.719522,2.286707,9.738249,7.599819
2015-08-18,-0.299205,-0.865984,-0.897614,2.279865,9.653918,7.531602
2015-08-19,-0.785973,-2.319924,-2.357920,2.261946,9.429954,7.354013
2015-08-20,-2.050127,-6.318723,-6.150380,2.215573,8.834101,6.901713
2015-08-21,-3.127293,-9.374019,-9.381879,2.146286,8.005991,6.254203
2015-08-24,-4.088449,-11.517871,-12.265347,2.058536,7.083871,5.487103
2015-08-25,-1.223955,-4.683835,-3.671865,2.033340,6.752074,5.285624
2015-08-26,3.979062,11.793611,11.937185,2.114248,7.548388,5.916579
2015-08-27,2.301218,7.472516,6.903654,2.162902,8.112442,6.325039
2015-08-28,0.040169,0.017050,0.120508,2.163771,8.113826,6.332661
2015-08-31,-0.853248,-2.538759,-2.559745,2.145308,7.907835,6.170561
2015-09-01,-2.920922,-8.881127,-8.762766,2.082646,7.205530,5.629849
2015-09-02,1.898107,5.564085,5.694321,2.122176,7.606452,5.950431
2015-09-03,0.122814,0.163582,0.368441,2.124783,7.618895,5.972355
2015-09-04,-1.564016,-4.445661,-4.692049,2.091551,7.280185,5.692129
2015-09-08,2.528694,7.538933,7.586081,2.144440,7.829033,6.123939
2015-09-09,-1.367372,-4.061448,-4.102115,2.115117,7.511061,5.872728
2015-09-10,0.559669,1.619729,1.679007,2.126955,7.632720,5.971331
2015-09-11,0.454429,1.412787,1.363287,2.136620,7.740554,6.052738
2015-09-14,-0.386301,-1.232374,-1.158904,2.128367,7.645161,5.982592
2015-09-15,1.260333,3.942141,3.781000,2.155191,7.946544,6.208794
2015-09-16,0.851601,2.435632,2.554803,2.173545,8.140093,6.367416
2015-09-17,-0.219847,-0.509511,-0.659541,2.168766,8.098618,6.325421
2015-09-18,-2.173258,-5.001714,-6.519774,2.121633,7.693548,5.913018
2015-09-21,0.552826,1.545375,1.658478,2.133362,7.812442,6.011084
2015-09-22,-1.293020,-3.840027,-3.879059,2.105777,7.512443,5.777910
2015-09-23,-0.154713,-0.644095,-0.464138,2.102520,7.464055,5.751093
2015-09-24,-0.346081,-0.870528,-1.038243,2.095243,7.399079,5.691382
2015-09-25,-0.031098,-0.261586,-0.093295,2.094592,7.379724,5.686073
2015-09-28,-2.571676,-7.568374,-7.715027,2.040725,6.821199,5.247390
2015-09-29,0.090468,0.222945,0.271403,2.042572,6.836406,5.261632
2015-09-30,1.866224,5.682503,5.598672,2.080691,7.224885,5.556214
2015-10-01,0.281857,0.803668,0.845570,2.086555,7.282949,5.603195
2015-10-02,1.493778,4.176162,4.481333,2.117724,7.587097,5.854293
2015-10-05,1.779488,5.502912,5.338463,2.155408,8.004608,6.166822
2015-10-06,-0.342625,-1.036264,-1.027875,2.148023,7.921659,6.103435
2015-10-07,0.819056,2.582901,2.457168,2.165617,8.126268,6.253407
2015-10-08,0.902664,2.585910,2.707993,2.185165,8.336406,6.422749
2015-10-09,0.059637,0.182423,0.178910,2.186468,8.351613,6.434240
2015-10-12,0.094373,0.430389,0.283120,2.188532,8.387558,6.452456
2015-10-13,-0.630212,-1.994394,-1.890637,2.174739,8.220277,6.330464
2015-10-14,-0.479404,-1.530444,-1.438213,2.164314,8.094470,6.239418
2015-10-15,1.535457,4.560205,4.606372,2.197546,8.463595,6.526829
2015-10-16,0.454657,1.355763,1.363970,2.207537,8.578341,6.615853
2015-10-19,0.049191,0.209517,0.147574,2.208623,8.596314,6.625616
2015-10-20,-0.127843,-0.434223,-0.383529,2.205799,8.558987,6.600205
2015-10-21,-0.620351,-1.744468,-1.861053,2.192116,8.409678,6.477372
2015-10-22,1.664603,4.948220,4.993809,2.228606,8.825807,6.800839
2015-10-23,1.125675,3.320794,3.377024,2.253692,9.118894,7.030505
2015-10-26,-0.255397,-0.636750,-0.766190,2.247937,9.060830,6.976638
2015-10-27,-0.202907,-0.732377,-0.608722,2.243375,8.994470,6.934170
2015-10-28,1.147308,3.458346,3.441925,2.269114,9.305530,7.172839
2015-10-29,-0.023932,-0.014860,-0.071795,2.268571,9.304147,7.167689
2015-10-30,-0.459575,-1.545317,-1.378725,2.258145,9.160369,7.068866
2015-11-02,1.183093,3.576823,3.549280,2.284861,9.488019,7.319760
2015-11-03,0.289938,0.859684,0.869815,2.291486,9.569586,7.383429
2015-11-04,-0.293836,-0.722340,-0.881509,2.284752,9.500461,7.318343
2015-11-05,-0.109331,-0.407445,-0.327994,2.282254,9.461752,7.294339
2015-11-06,-0.052344,-0.204565,-0.157032,2.281060,9.442396,7.282885
2015-11-09,-0.933151,-2.752564,-2.799454,2.259774,9.182488,7.079004
2015-11-10,0.230679,0.526951,0.692036,2.264987,9.230876,7.127993
2015-11-11,-0.393169,-1.078329,-1.179507,2.256082,9.131337,7.043918
2015-11-12,-1.395980,-4.133228,-4.187940,2.224587,8.753918,6.748923
2015-11-13,-1.122829,-3.379662,-3.368487,2.199609,8.458065,6.521586
2015-11-16,1.520688,4.527632,4.562065,2.233058,8.841015,6.819105
2015-11-17,-0.072947,-0.344022,-0.218842,2.231429,8.810600,6.804182
2015-11-18,1.586604,4.801506,4.759812,2.266833,9.233641,7.128048
2015-11-19,-0.086232,-0.149726,-0.258697,2.264878,9.219816,7.109608
2015-11-20,0.364419,1.094615,1.093256,2.273132,9.320738,7.187335
2015-11-23,-0.114658,-0.430136,-0.343974,2.270526,9.280646,7.162612
2015-11-24,0.133926,0.476689,0.401778,2.273566,9.324885,7.191390
2015-11-25,-0.014330,-0.118608,-0.042989,2.273241,9.313825,7.188298
2015-11-27,0.114653,0.282023,0.343958,2.275847,9.340093,7.213023
2015-11-30,-0.415154,-1.124929,-1.245461,2.266399,9.235023,7.123188
2015-12-01,0.953563,2.829346,2.860690,2.288010,9.496314,7.326960
2015-12-02,-1.020502,-3.173680,-3.061507,2.264661,9.194931,7.102645
2015-12-03,-1.400277,-4.164790,-4.200832,2.232950,8.811982,6.804274
2015-12-04,1.950291,5.851902,5.850874,2.276499,9.327650,7.202384
2015-12-07,-0.605853,-1.823032,-1.817559,2.262706,9.157604,7.071476
2015-12-08,-0.671951,-2.022948,-2.015852,2.247502,8.972351,6.928926
2015-12-09,-0.777966,-2.280435,-2.333899,2.230017,8.767742,6.767212
2015-12-10,0.258108,0.583420,0.774324,2.235773,8.818895,6.819612
2015-12-11,-1.938111,-5.862994,-5.814334,2.192441,8.301843,6.423097
2015-12-14,0.505245,1.731892,1.515736,2.203519,8.445622,6.520454
2015-12-15,1.049781,3.077428,3.149342,2.226651,8.705530,6.725805
2015-12-16,1.463201,4.367156,4.389602,2.259231,9.085714,7.021042
2015-12-17,-1.523818,-4.443095,-4.571453,2.224804,8.682027,6.700078
2015-12-18,-2.362588,-5.668787,-7.087763,2.172242,8.189862,6.225192
2015-12-21,0.824914,2.734644,2.474743,2.190161,8.413825,6.379250
2015-12-22,0.907424,2.464673,2.722272,2.210035,8.621199,6.552910
2015-12-23,1.238331,3.656190,3.714994,2.237402,8.936406,6.796351
2015-12-24,-0.165038,-0.696163,-0.495114,2.233710,8.874194,6.762701
2015-12-28,-0.228504,-0.451790,-0.685511,2.228606,8.834101,6.716342
2015-12-29,1.067193,3.145540,3.201579,2.252389,9.111982,6.931371
2015-12-30,-0.708776,-2.078585,-2.126327,2.236425,8.922581,6.783987
2015-12-31,-1.000339,-2.974904,-3.001017,2.214053,8.657143,6.580399
2016-01-04,-1.397945,-4.311722,-4.193836,2.183102,8.283871,6.304427
2016-01-05,0.169136,0.550739,0.507408,2.186794,8.329494,6.336417
2016-01-06,-1.261419,-3.800833,-3.784258,2.159209,8.012904,6.096630
2016-01-07,-2.399157,-7.211874,-7.197471,2.107407,7.435023,5.657827
2016-01-08,-1.097658,-3.328371,-3.292973,2.084274,7.187558,5.471516
2016-01-11,0.099001,0.173116,0.297003,2.086338,7.200001,5.487767
2016-01-12,0.806831,2.572961,2.420493,2.103171,7.385254,5.620598
2016-01-13,-2.494063,-7.543995,-7.482188,2.050717,6.828111,5.200054
2016-01-14,1.641684,4.879528,4.925051,2.084383,7.161290,5.456160
2016-01-15,-2.146613,-6.544396,-6.439840,2.039639,6.692627,5.104792
2016-01-19,0.133113,0.578391,0.399340,2.042354,6.731337,5.125177
2016-01-20,-1.281508,-3.799544,-3.844524,2.016181,6.475577,4.928138
2016-01-21,0.560198,1.451746,1.680595,2.027476,6.569586,5.010960
2016-01-22,2.051530,6.313131,6.154591,2.069070,6.984332,5.319365
2016-01-25,-1.511655,-4.453682,-4.534965,2.037793,6.673272,5.078133
2016-01-26,1.364314,3.977626,4.092941,2.065595,6.938710,5.285978
2016-01-27,-1.088324,-3.267591,-3.264972,2.043115,6.711981,5.113393
2016-01-28,0.520914,1.565401,1.562743,2.053758,6.817051,5.193302
2016-01-29,2.437735,7.462998,7.313204,2.103823,7.325807,5.573098
2016-02-01,-0.036138,-0.301942,-0.108415,2.103062,7.303687,5.567056
2016-02-02,-1.802215,-5.356814,-5.406646,2.065161,6.912442,5.266065
2016-02-03,0.599495,1.680006,1.798484,2.077541,7.028572,5.360775
2016-02-04,0.156823,0.432728,0.470470,2.080799,7.058987,5.385996
2016-02-05,-1.905015,-5.718760,-5.715045,2.041160,6.655300,5.078183
2016-02-08,-1.346102,-4.113010,-4.038307,2.013684,6.381567,4.873111
2016-02-09,0.005390,-0.021662,0.016171,2.013792,6.380184,4.873899
2016-02-10,-0.086280,-0.108338,-0.258840,2.012055,6.373272,4.861283
2016-02-11,-1.300806,-3.622562,-3.902417,1.985882,6.142397,4.671576
2016-02-12,2.061689,5.851897,6.185066,2.026825,6.501843,4.960516
2016-02-16,1.687828,4.954287,5.063485,2.061034,6.823963,5.211691
2016-02-17,1.633474,4.963535,4.900421,2.094700,7.162673,5.467085
2016-02-18,-0.409586,-1.235281,-1.228757,2.086121,7.074194,5.399908
2016-02-19,-0.046851,-0.019547,-0.140553,2.085143,7.072811,5.392319
2016-02-22,1.447916,4.202504,4.343748,2.115334,7.370046,5.626547
2016-02-23,-1.262959,-3.639094,-3.788878,2.088619,7.101844,5.413364
2016-02-24,0.457565,1.323732,1.372696,2.098175,7.195853,5.487673
2016-02-25,1.211178,3.515844,3.633534,2.123588,7.448848,5.687070
2016-02-26,-0.230130,-0.593909,-0.690391,2.118701,7.404608,5.647807
2016-02-29,-0.784252,-2.725911,-2.352757,2.102085,7.202765,5.514928
2016-03-01,2.350694,7.428017,7.052082,2.151499,7.737788,5.903845
2016-03-02,0.449245,1.375744,1.347735,2.161164,7.844240,5.983413
2016-03-03,0.391959,1.022205,1.175878,2.169635,7.924424,6.053771
2016-03-04,0.325355,1.064194,0.976065,2.176694,8.008756,6.112859
2016-03-07,0.079830,0.207152,0.239490,2.178432,8.025346,6.127499
2016-03-08,-1.091780,-3.324718,-3.275341,2.154648,7.758526,5.926803
2016-03-09,0.493957,1.550244,1.481872,2.165291,7.878802,6.014630
2016-03-10,0.080243,0.175478,0.240728,2.167029,7.892628,6.029109
2016-03-11,1.613713,4.887010,4.841138,2.201998,8.278341,6.320986
2016-03-14,-0.128228,-0.367395,-0.384684,2.199175,8.247927,6.296671
2016-03-15,-0.162964,-0.452565,-0.488892,2.195591,8.210600,6.265887
2016-03-16,0.578720,1.801652,1.736160,2.208297,8.358526,6.374673
2016-03-17,0.634410,1.852463,1.903230,2.222307,8.513365,6.495997
2016-03-18,-0.122172,1.169206,-0.366515,2.219592,8.612903,6.472188
2016-03-21,0.141889,0.369188,0.425667,2.222741,8.644701,6.499738
2016-03-22,-0.053745,-0.095954,-0.161235,2.221546,8.636406,6.489259
2016-03-23,-0.659949,-1.968945,-1.979846,2.206885,8.466360,6.360781
2016-03-24,-0.044295,-0.244943,-0.132885,2.205908,8.445622,6.352329
2016-03-28,0.059083,0.245544,0.177250,2.207211,8.466360,6.363588
2016-03-29,0.925010,2.841280,2.775029,2.227628,8.706913,6.540180
2016-03-30,0.438772,1.190854,1.316316,2.237402,8.810600,6.626269
2016-03-31,-0.242695,-0.674725,-0.728085,2.231972,8.751152,6.578024
2016-04-01,0.681196,1.864142,2.043588,2.247176,8.914286,6.712452
2016-04-04,-0.323796,-0.915014,-0.971387,2.239900,8.832719,6.647248
2016-04-05,-0.998787,-2.926904,-2.996361,2.217528,8.574194,6.448072
2016-04-06,1.092118,3.111903,3.276354,2.241746,8.841015,6.659334
2016-04-07,-1.196590,-3.487102,-3.589770,2.214922,8.532720,6.420279
2016-04-08,0.269675,0.793901,0.809026,2.220895,8.600461,6.472221
2016-04-11,-0.234717,-0.771580,-0.704151,2.215682,8.534101,6.426647
2016-04-12,0.931278,2.883528,2.793835,2.236316,8.780185,6.606197
2016-04-13,1.010102,2.928677,3.030306,2.258905,9.037328,6.806385
2016-04-14,0.004805,0.076485,0.014416,2.259014,9.044240,6.807366
2016-04-15,-0.110570,-0.458575,-0.331709,2.256516,9.002766,6.784785
2016-04-18,0.702669,2.195938,2.108008,2.272372,9.200461,6.927809
2016-04-19,0.315422,0.946661,0.946266,2.279539,9.287558,6.993365
2016-04-20,0.095289,0.238169,0.285868,2.281712,9.309678,7.013356
2016-04-21,-0.537841,-1.574100,-1.613524,2.269440,9.163134,6.900194
2016-04-22,0.000000,0.060349,0.000000,2.269440,9.168664,6.900194
2016-04-25,-0.172274,-0.588058,-0.516821,2.265530,9.114747,6.864533
2016-04-26,0.148601,0.546029,0.445804,2.268897,9.164516,6.895135
2016-04-27,0.205824,0.527985,0.617473,2.273566,9.212904,6.937711
2016-04-28,-0.907575,-2.641053,-2.722726,2.252932,8.969586,6.748816
2016-04-29,-0.539887,-1.649200,-1.619660,2.240769,8.821659,6.639508
2016-05-02,0.794843,2.225360,2.384528,2.258579,9.017973,6.797829
2016-05-03,-0.870316,-2.575511,-2.610949,2.238923,8.785714,6.620341
2016-05-04,-0.557824,-1.762390,-1.673471,2.226433,8.630876,6.509551
2016-05-05,-0.019508,0.080091,-0.058525,2.225999,8.637788,6.505742
2016-05-06,0.365907,0.976320,1.097722,2.234144,8.722121,6.577157
2016-05-09,0.082636,0.380409,0.247907,2.235990,8.755300,6.593462
2016-05-10,1.243381,3.615973,3.730144,2.263792,9.071890,6.839408
2016-05-11,-0.935475,-2.743066,-2.806424,2.242615,8.823042,6.647465
2016-05-12,0.029055,-0.015668,0.087164,2.243267,8.821659,6.653259
2016-05-13,-0.871419,-2.648486,-2.614257,2.223718,8.588019,6.479326
2016-05-16,0.986523,2.962007,2.959568,2.245656,8.842397,6.671086
2016-05-17,-0.933356,-2.720450,-2.800067,2.224696,8.601844,6.484291
2016-05-18,0.029289,0.128573,0.087866,2.225348,8.612903,6.489988
2016-05-19,-0.346497,-1.059385,-1.039491,2.217637,8.521660,6.422525
2016-05-20,0.631738,1.817000,1.895213,2.231646,8.676498,6.544246
2016-05-23,-0.136259,-0.493939,-0.408776,2.228606,8.633642,6.517495
2016-05-24,1.296227,3.955153,3.888682,2.257493,8.975115,6.770939
2016-05-25,0.678310,2.002472,2.034931,2.272806,9.154839,6.908723
2016-05-26,0.028668,0.105702,0.086005,2.273458,9.164516,6.914665
2016-05-27,0.429927,1.221908,1.289781,2.283232,9.276498,7.003849
2016-05-31,-0.190263,-0.476902,-0.570789,2.278888,9.232258,6.963872
2016-06-01,0.204922,0.554057,0.614766,2.283558,9.283410,7.006683
2016-06-02,0.304371,0.967984,0.913112,2.290508,9.373272,7.070662
2016-06-03,-0.298708,-0.870204,-0.896124,2.283666,9.291706,7.007300
2016-06-06,0.508849,1.472995,1.526546,2.295287,9.428572,7.114270
2016-06-07,0.156133,0.366572,0.468399,2.298870,9.463135,7.147593
2016-06-08,0.325965,0.993418,0.977894,2.306364,9.557143,7.217489
2016-06-09,-0.136551,-0.376100,-0.409653,2.303215,9.521199,7.187922
2016-06-10,-0.947753,-2.874982,-2.843260,2.281386,9.247466,6.983551
2016-06-13,-0.771176,-2.227544,-2.313529,2.263792,9.041475,6.821985
2016-06-14,-0.196692,-0.550454,-0.590075,2.259340,8.991705,6.781730
2016-06-15,-0.139393,-0.538127,-0.418179,2.256190,8.943319,6.753370
2016-06-16,0.298433,0.912039,0.895300,2.262923,9.024885,6.813833
2016-06-17,-0.887839,-1.133575,-2.663518,2.242832,8.922581,6.632345
2016-06-20,0.644006,1.921283,1.932019,2.257276,9.094009,6.760483
2016-06-21,0.283857,0.836128,0.851570,2.263684,9.170047,6.818054
2016-06-22,-0.163115,-0.678435,-0.489344,2.259991,9.107834,6.784690
2016-06-23,1.302255,3.961753,3.906764,2.289422,9.468664,7.049752
2016-06-24,-3.590908,-10.862900,-10.772724,2.207211,8.440093,6.290302
2016-06-27,-1.790985,-5.405405,-5.372956,2.167680,7.983871,5.952326
2016-06-28,1.803603,5.419912,5.410808,2.206777,8.416590,6.274395
2016-06-29,1.702759,5.239819,5.108278,2.244353,8.857604,6.594909
2016-06-30,1.364556,3.886370,4.093669,2.274978,9.201843,6.864883
2016-07-01,0.210045,0.706136,0.630135,2.279757,9.266821,6.908141
2016-07-05,-0.719319,-2.028950,-2.157956,2.263358,9.078802,6.759066
2016-07-06,0.599779,1.675043,1.799338,2.276933,9.230876,6.880684
2016-07-07,-0.062008,-0.209677,-0.186023,2.275521,9.211521,6.867885
2016-07-08,1.489045,4.427438,4.467134,2.309405,9.619355,7.174682
2016-07-11,0.352692,1.077896,1.058077,2.317550,9.723042,7.250596
2016-07-12,0.726337,2.189680,2.179011,2.334383,9.935945,7.408587
2016-07-13,-0.013956,0.013908,-0.041869,2.334057,9.937327,7.405485
2016-07-14,0.558346,1.544245,1.675038,2.347089,10.090784,7.529530
2016-07-15,-0.134181,-0.301414,-0.402544,2.343940,10.060369,7.499220
2016-07-18,0.268731,0.810775,0.806193,2.350239,10.141936,7.559679
2016-07-19,-0.101660,-0.354414,-0.304979,2.347850,10.105991,7.536623
2016-07-20,0.416298,1.285908,1.248893,2.357624,10.235945,7.630747
2016-07-21,-0.377720,-1.161536,-1.133160,2.348718,10.117051,7.544279
2016-07-22,0.448514,1.352829,1.345542,2.359253,10.253917,7.645790
2016-07-25,-0.271594,-0.755020,-0.814782,2.352845,10.176498,7.583494
2016-07-26,0.046160,0.040755,0.138481,2.353931,10.180646,7.593995
2016-07-27,-0.106111,-0.244436,-0.318334,2.351434,10.155761,7.569821
2016-07-28,0.115463,0.326717,0.346388,2.354149,10.188941,7.596042
2016-07-29,0.161457,0.366342,0.484372,2.357950,10.226267,7.632835
2016-08-01,-0.082900,-0.243342,-0.248701,2.355995,10.201383,7.613852
2016-08-02,-0.640730,-1.924379,-1.922189,2.340899,10.005069,7.467500
2016-08-03,0.292271,0.898164,0.876813,2.347741,10.094931,7.532976
2016-08-04,0.106398,0.356064,0.319194,2.350239,10.130876,7.557020
2016-08-05,0.817887,2.442687,2.453661,2.369461,10.378341,7.742444
2016-08-08,-0.059579,-0.199814,-0.178738,2.368050,10.357604,7.728605
2016-08-09,0.059615,0.106782,0.178844,2.369461,10.368664,7.742428
2016-08-10,-0.247499,-0.720000,-0.742498,2.363597,10.294010,7.684940
2016-08-11,0.464067,1.437010,1.392200,2.374565,10.441936,7.791930
2016-08-12,-0.086891,-0.291274,-0.260673,2.372502,10.411521,7.771619
2016-08-15,0.288377,0.929490,0.865132,2.379344,10.508295,7.838853
2016-08-16,-0.515765,-1.644518,-1.547294,2.367072,10.335484,7.717563
2016-08-17,0.188102,0.535044,0.564307,2.371525,10.390784,7.761114
2016-08-18,0.224393,0.705164,0.673178,2.376846,10.464056,7.813360
2016-08-19,-0.146216,-0.462414,-0.438648,2.373371,10.415669,7.779087
2016-08-22,-0.004573,-0.026544,-0.013719,2.373262,10.412904,7.778020
2016-08-23,0.201346,0.570896,0.604039,2.378041,10.472351,7.825002
2016-08-24,-0.511483,-1.412543,-1.534450,2.365878,10.324424,7.704931
2016-08-25,-0.068859,-0.415099,-0.206577,2.364248,10.281568,7.689015
2016-08-26,-0.188334,-0.470621,-0.565003,2.359796,10.233180,7.645571
2016-08-29,0.492433,1.432044,1.477300,2.371416,10.379724,7.758519
2016-08-30,-0.164866,-0.532768,-0.494597,2.367506,10.324424,7.720146
2016-08-31,-0.284401,-0.843603,-0.853204,2.360773,10.237327,7.654277
2016-09-01,0.004597,0.081030,0.013792,2.360882,10.245622,7.655333
2016-09-02,0.450801,1.281880,1.352403,2.371525,10.376959,7.758864
2016-09-06,0.302241,0.959233,0.906723,2.378692,10.476498,7.829215
2016-09-07,-0.009133,-0.026390,-0.027399,2.378475,10.473733,7.827070
2016-09-08,-0.228300,-0.752376,-0.684900,2.373045,10.394932,7.773463
2016-09-09,-2.393481,-7.128609,-7.180444,2.316247,9.653918,7.215294
2016-09-12,1.434732,4.167259,4.304197,2.349479,10.056221,7.525854
2016-09-13,-1.437552,-4.330488,-4.312656,2.315704,9.620738,7.201290
2016-09-14,-0.037519,-0.143697,-0.112557,2.314835,9.606913,7.193184
2016-09-15,0.999299,3.036407,2.997896,2.337967,9.898618,7.408828
2016-09-16,-0.887219,-1.131289,-2.661656,2.317224,9.786636,7.211631
2016-09-19,0.018751,-0.028250,0.056253,2.317659,9.783871,7.215688
2016-09-20,0.004683,0.127177,0.014049,2.317767,9.796314,7.216701
2016-09-21,1.124547,3.302282,3.373642,2.343831,10.119816,7.460167
2016-09-22,0.630148,1.803279,1.890445,2.358601,10.302305,7.601197
2016-09-23,-0.547927,-1.556630,-1.643781,2.345678,10.141936,7.476250
2016-09-26,-0.810223,-2.467283,-2.430668,2.326672,9.891706,7.294528
2016-09-27,0.620800,1.886788,1.862400,2.341116,10.078341,7.430381
2016-09-28,0.496355,1.440333,1.489064,2.352737,10.223503,7.541024
2016-09-29,-0.904730,-2.704527,-2.714189,2.331451,9.947005,7.336346
2016-09-30,0.754616,2.348852,2.263849,2.349044,10.180646,7.502430
2016-10-03,-0.240409,-0.950569,-0.721226,2.343397,10.083872,7.448321
2016-10-04,-0.509781,-1.384701,-1.529344,2.331451,9.944240,7.334410
2016-10-05,0.442525,1.320726,1.327574,2.341768,10.075576,7.431780
2016-10-06,0.069561,0.164658,0.208682,2.343397,10.092167,7.447289
2016-10-07,-0.342945,-1.082194,-1.028834,2.335360,9.982950,7.370669
2016-10-10,0.520838,1.509481,1.562515,2.347524,10.133640,7.485836
2016-10-11,-1.262958,-3.642561,-3.788875,2.317876,9.764516,7.202207
2016-10-12,0.131197,0.368113,0.393591,2.320917,9.800461,7.230555
2016-10-13,-0.327552,-1.015658,-0.982657,2.313314,9.700922,7.159503
2016-10-14,0.051641,0.099765,0.154922,2.314509,9.710600,7.170595
2016-10-17,-0.347218,-0.968115,-1.041653,2.306473,9.616590,7.095902
2016-10-18,0.626237,1.710759,1.878711,2.320917,9.781107,7.229214
2016-10-19,0.266713,0.833924,0.800138,2.327107,9.862674,7.287057
2016-10-20,-0.186669,-0.546682,-0.560007,2.322763,9.808756,7.246249
2016-10-21,0.046751,0.056381,0.140253,2.323849,9.814286,7.256412
2016-10-24,0.425275,1.267780,1.275824,2.333731,9.938710,7.348991
2016-10-25,-0.335056,-0.848517,-1.005167,2.325912,9.854378,7.275122
2016-10-26,-0.200772,-0.631309,-0.602315,2.321242,9.792167,7.231303
2016-10-27,-0.266682,-0.847103,-0.800047,2.315052,9.709217,7.173449
2016-10-28,-0.295541,-0.968253,-0.886623,2.308210,9.615207,7.109847
2016-10-31,0.004710,-0.071888,0.014129,2.308319,9.608295,7.110852
2016-11-01,-0.724539,-2.014381,-2.173617,2.291594,9.414747,6.956289
2016-11-02,-0.601862,-1.908965,-1.805587,2.277802,9.235023,6.830687
2016-11-03,-0.457712,-1.332337,-1.373137,2.267376,9.111982,6.736893
2016-11-04,-0.110162,-0.470332,-0.330486,2.264878,9.069125,6.714628
2016-11-07,2.205702,6.585366,6.617105,2.314835,9.666360,7.158942
2016-11-08,0.450390,1.358693,1.351171,2.325261,9.797696,7.255672
2016-11-09,1.060205,3.400591,3.180614,2.349913,10.130876,7.486447
